"","Business Id","Name","Address","City","Postal Code","State","Latitude","Longitude","Review Count","Stars","Categories","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","Alcohol","Ambience","Bike Parking","Business Accepts Credit Cards","Business Parking","Dietary Restrictions","Dogs Allowed","Drive Thru","Good For Kids","Good For Meal","Happy Hour","Has TV","Music","Noise Level","Outdoor Seating","Restaurants Attire","Restaurants Delivery","Restaurants Good For Groups","Restaurants Reservations","Restaurants Table Service","Restaurants Take Out","RestaurantsPriceRange2","Smoking","Wheelchair Accessible","Wi Fi","WeightedStar"
"46","Sjy-9gFDRxBunW-t54t_LA","Summerland Beach Rides",NA,"Summerland",93013,"CA",34.4220518,-119.5981636,23,4.5,"Tours, Beaches, Hotels & Travel, Active Life, Horseback Riding, Attraction Farms, Farms, Arts & Entertainment","0:0-0:0","9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0",NA,NA,TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,103.5
"47","sZHLbLnw1vwHF1xDzuV1iw","Foley Food and Wine Society Tasting Room","36 State St","Santa Barbara",93101,"CA",34.4132794,-119.6898862,11,4.5,"Wine Tasting Room, Tasting Classes, Bars, Wineries, Wine Bars, Tours, Food, Education, Wine Tasting Classes, Restaurants, Hotels & Travel, Nightlife, Barbeque, Wine Tours, Arts & Entertainment","0:0-0:0",NA,NA,"13:0-19:0","13:0-19:0","13:0-19:0","13:0-19:0",NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",NA,NA,NA,FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,FALSE,NA,NA,"None","'casual'","FALSE",TRUE,"FALSE",NA,"FALSE",3,NA,NA,"None",49.5
"48","MM4342cpZ3qKT31m5Jhd3w","Livescan Santa Barbara","411 E Canon Perdido St, Ste 15","Santa Barbara",93101,"CA",34.4254008,-119.6960282,14,3.5,"Lawyers, General Litigation, Notaries, Professional Services, Session Photography, Travel Services, Local Services, Passport & Visa Services, Event Planning & Services, Shredding Services, Hotels & Travel, Printing Services, Photographers, Fingerprinting","0:0-0:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'no'",49
"49","xIxaczgUFRr5C1LNbQSKow","San Ysidro Ranch","900 San Ysidro Ln","Santa Barbara",93108,"CA",34.44687739,-119.623055,129,4.5,"Venues & Event Spaces, Hotels & Travel, Event Planning & Services, Hotels, Wedding Planning","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"u'free'",580.5
"50","mx6rqbH8nnH-gVpj363ApA","Earl Warren Showgrounds","3400 Calle Real","Santa Barbara",93105,"CA",34.430002,-119.735326,30,3.5,"Hotels & Travel, Venues & Event Spaces, Arts & Entertainment, RV Parks, Event Planning & Services, Haunted Houses, Active Life, Parks",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'free'",105
"51","BensdYRuR-zra1g3nBJFXQ","La Casa De Maria","800 El Bosque Rd","Santa Barbara",93108,"CA",34.445018,-119.623996,12,4.5,"Health Retreats, Venues & Event Spaces, Hotels & Travel, Restaurants, Event Planning & Services","8:0-23:0","8:0-23:0","8:0-23:0","8:0-23:0","8:0-23:0","8:0-23:0","8:0-23:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
"52","l-rGtJt0E7PAklT0IK7oFQ","Four Seasons Resort The Biltmore Santa Barbara","1260 Channel Drive","Santa Barbara",93108,"CA",34.4173394,-119.64204,508,4.5,"Hotels & Travel, Hotels, Event Planning & Services, Restaurants, Venues & Event Spaces, Resorts","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","'full_bar'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",NA,TRUE,NA,TRUE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}",NA,TRUE,NA,"u'average'","TRUE","'dressy'","FALSE",TRUE,"TRUE",TRUE,"FALSE",4,NA,TRUE,"'free'",2286
"53","fO89arPgWzq_1YYQYLS4Yw","Wine Tasting Designated Drivers of Santa Barbara",NA,"Santa Barbara",93101,"CA",34.420334,-119.7107494,85,4.5,"Food, Limos, Bars, Wineries, Tours, Wine Bars, Arts & Entertainment, Breweries, Hotels & Travel, Wine Tours, Transportation, Taxis, Nightlife","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0",NA,NA,TRUE,FALSE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,382.5
"54","xuhCaQ1gnWyHY0tFSsrh2g","Santa Barbara Art Glass","706 E Mason St","Santa Barbara",93103,"CA",34.4206021,-119.6820294,204,5,"Event Planning & Services, Art Galleries, Education, Arts & Crafts, Arts & Entertainment, Tours, Kids Activities, Hotels & Travel, Party & Event Planning, Active Life, Art Tours, Art Schools, Art Classes, Hot Tub & Pool, Specialty Schools, Home Decor, Home & Garden, Glass Blowing, Shopping","9:0-16:0","9:0-16:0","9:0-16:0","9:0-16:0","9:0-16:0","9:0-16:0",NA,NA,NA,TRUE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"u'free'",1020
"55","t08G_MSwHGMBUlCp1I5BUQ","Sunset Kidd Sailing Cruises and Whale Watching","125 Harbor Way, Ste 13","Santa Barbara",93109,"CA",34.40389851,-119.693438,86,4.5,"Boating, Active Life, Hotels & Travel, Boat Charters, Event Planning & Services, Tours, Whale Watching Tours","8:0-22:30","8:0-17:0","8:0-19:30","8:0-17:30","8:0-16:15","8:0-17:30","8:0-19:15",NA,NA,TRUE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'no'",387
"56","8A5LSwsKK5vXDH1M3_Tf1w","The Ritz-Carlton Bacara, Santa Barbara","8301 Hollister Ave","Santa Barbara",93117,"CA",34.43454513,-119.9206728,1383,3.5,"Restaurants, Beauty & Spas, American (New), Event Planning & Services, Hotels, Massage, Resorts, Day Spas, Hotels & Travel, Venues & Event Spaces","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",NA,NA,TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"u'free'",4840.5
"57","AGtZA_0tR0erViKGTCGtQg","Celebration Cruises","237 Stearns Wharf","Santa Barbara",93101,"CA",34.4086834,-119.6850043,297,4.5,"Boating, Bars, Hotels & Travel, Boat Charters, Whale Watching Tours, Tours, Event Planning & Services, Nightlife, Active Life","0:0-0:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0",NA,NA,TRUE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}",NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"u'no'",1336.5
"58","gaNQrd95h2-4TZaUDPTAIQ","Rooted Vine Tours","6 Harbor Way, Ste 127","Santa Barbara",93109,"CA",34.4037461,-119.6930334,45,5,"Tours, Wine Tours, Transportation, Arts & Entertainment, Food, Limos, Wineries, Hotels & Travel, Beer, Wine & Spirits","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,"FALSE",2,NA,FALSE,"u'free'",225
"59","pxIS0DCYF_CNeRICoVeDzw","Inn On Summerhill","2520 Lillie Ave","Summerland",93067,"CA",34.4196928,-119.5934038,96,4,"Hotels & Travel, Event Planning & Services, Hotels, Bed & Breakfast","8:0-22:30","8:0-22:30","8:0-22:30","8:0-22:30","8:0-22:30","8:0-22:30","8:0-22:30",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"u'free'",384
"60","LF345DbujTmE6r3roQtB_A","Westside Auto Repair","723 Reddick St","Santa Barbara",93103,"CA",34.4245515,-119.6865046,17,5,"Auto Parts & Supplies, Automotive, Transmission Repair, Hotels & Travel, Car Rental, Tires, Auto Repair","0:0-0:0","8:0-17:0","8:0-17:0","8:0-17:0","8:0-17:0",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'free'",85
"61","TTKxzbRCbNit5LmL9taxLw","Alaska Airlines","500 James Fowler Rd","Santa Barbara",93117,"CA",34.4246852,-119.8363926,8,2.5,"Transportation, Hotels & Travel, Airlines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"62","tSvEHCTrL7lSGJm-2Q46Zw","Santa Barbara Green Clean",NA,"Santa Barbara",93111,"CA",34.4630827,-119.8062912,12,3.5,"Professional Services, Hotels & Travel, Office Cleaning, Home Cleaning, Home Organization, Home Services, Vacation Rentals","0:0-0:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","10:0-16:0",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
"63","mIhTKiCFvASrx1IrNT6Ktw","Ramada by Wyndham Santa Barbara","4770 Calle Real","Santa Barbara",93110,"CA",34.4440217,-119.7879814,216,3,"Event Planning & Services, Hotels, Hotels & Travel","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0",NA,NA,NA,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"u'free'",648
"64","j_MFw1jIyDU_Nt-J4wKCHA","Harbor House Inn","104 Bath St","Santa Barbara",93101,"CA",34.4101551,-119.6935351,322,4.5,"Hotels & Travel, Hotels, Bed & Breakfast, Event Planning & Services","7:30-22:0","7:30-22:0","7:30-22:0","7:30-22:0","7:30-22:0","7:30-22:0","7:30-22:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"u'free'",1449
"65","wDrqwHiQzjxII30jIuBEAQ","PassPort Health","5276 Holiister Ave, Ste 107","Santa Barbara",93111,"CA",34.435311,-119.8085297,7,2,"Travel Services, Health & Medical, Hotels & Travel","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"66","d-8uNLbRCntAg1evqnU4sw","Upham Hotel","1404 De La Vina St","Santa Barbara",93101,"CA",34.42349,-119.709344,156,4,"Hotels, Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Caterers, Bed & Breakfast","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,TRUE,"u'free'",624
"67","TDXzJrOJTdja-3SIWZu6FQ","Santa Barbara Harbor","28 W Cabrillo Blvd","Santa Barbara",93101,"CA",34.40383911,-119.6931381,32,4.5,"Event Planning & Services, Tours, Hotels, Hotels & Travel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"'no'",144
"68","xJ94mk1nysWsKD-UtXlKIA","Truckee River RV Park","10068 Hirschdale Rd","Truckee",96161,"CA",39.38279684,-120.0837455,53,4,"Boating, Gas Stations, RV Parks, Active Life, Hotels & Travel, Automotive","8:0-19:0","8:0-19:0","8:0-19:0","8:0-19:0","8:0-19:0","8:0-19:0","8:0-19:0",NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212
"69","GqA3rUSGsj5p_YlcZDdQ-A","Golden Limo - Santa Barbara","5014 Douglas Ln","Santa Barbara",93111,"CA",34.4305905,-119.7970882,9,4.5,"Transportation, Limos, Airport Shuttles, Event Planning & Services, Party Bus Rentals, Hotels & Travel, Tours, Taxis, Wine Tours","8:0-0:0","8:0-0:0","8:0-0:0","8:0-0:0","8:0-0:0","8:0-0:0","8:0-0:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'no'",40.5
"70","zBg40fmmODdTHg_h6mRWiw","Destination Vine",NA,"Santa Barbara",93103,"CA",34.433094,-119.6817845,5,5,"Wine Tours, Tours, Travel Services, Hotels & Travel","8:0-18:0","8:0-18:0","8:0-18:0","8:0-18:0","8:0-18:0","8:0-18:0","8:0-18:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"71","L4KmO9khg-x19gXaDhgsLA","Sunset Motel","3504 State St","Santa Barbara",93105,"CA",34.44078,-119.7384698,61,2.5,"Hotels & Travel, Event Planning & Services, Hotels","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"u'free'",152.5
"72","HrnSaz2f1WUEoAQQ6iD6gw","Lemon Tree Inn","2819 State St","Santa Barbara",93105,"CA",34.43822593,-119.7250354,270,2.5,"Restaurants, Nightlife, Hotels & Travel, Hotels, Italian, Event Planning & Services","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","u'full_bar'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,TRUE,NA,NA,TRUE,NA,"u'quiet'","TRUE","u'casual'","FALSE",TRUE,"TRUE",NA,"TRUE",2,NA,NA,"u'free'",675
"73","FLFhyPpg3DNj_8YE2x4upw","The Ritz-Carlton Spa - Santa Barbara","8301 Hollister Ave","Santa Barbara",93117,"CA",34.4335126,-119.9206407,86,4,"Day Spas, Beauty & Spas, Hotels, Event Planning & Services, Shopping, Resorts, Hotels & Travel, Massage","10:0-17:0","10:0-17:0","10:0-17:0","10:0-17:0","10:0-17:0","10:0-17:0","10:0-17:0",NA,NA,TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,TRUE,"u'free'",344
"74","huanJ55zbuaZ9Yv7FiwtgA","Gold Coast Limousines","3463 State St, Ste 408","Santa Maria",93105,"CA",34.440337,-119.738683,38,5,"Food, Event Planning & Services, Wineries, Hotels & Travel, Party Bus Rentals, Airport Shuttles, Wine Tours, Arts & Entertainment, Tours, Transportation, Limos","7:0-19:0","7:0-19:0","7:0-19:0","7:0-19:0","7:0-19:0","7:0-19:0","7:0-19:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190
"75","OOlnM8jfJEBmSvapU9tP6A","Sage Hill Campground","5050 Paradise Rd","Santa Barbara",93105,"CA",34.54706695,-119.7923434,6,4.5,"Hotels & Travel, Campgrounds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"76","qaW-xH2tjfG0bUisSSdfAA","Ala Mar Motel","102 W Cabrillo Blvd","Santa Barbara",93101,"CA",34.4111834,-119.6908593,139,2,"Hotels, Event Planning & Services, Hotels & Travel","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"u'free'",278
"77","ljbmEIJs2Ta1yGxt18YuhQ","Best Western Plus South Coast Inn","5620 Calle Real","Goleta",93117,"CA",34.44194157,-119.8201023,129,3.5,"Event Planning & Services, Hotels, Hotels & Travel","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"u'free'",451.5
"78","q2Ao2HQyhvcT9UG-5-ZGYg","Captain Jack's Tours & Events",NA,"Santa Barbara",93101,"CA",34.420334,-119.7107494,310,4.5,"Active Life, Wineries, Tours, Horseback Riding, Arts & Entertainment, Food, Hotels & Travel, Event Planning & Services, Wine Tours, Rafting/Kayaking","8:0-17:0","8:0-17:0","8:0-17:0","8:0-17:0","8:0-17:0","8:0-17:0","8:0-17:0",NA,NA,TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"u'free'",1395
"79","SNIt_F2htbrbYaH-1dq9zw","Himalayan Taxi",NA,"Santa Barbara",93101,"CA",34.420334,-119.7107494,7,4,"Hotels & Travel, Transportation, Taxis","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
"80","tzR6CHZNmnXzADX-SoM2sQ","Grapeline Wine Tours",NA,"Santa Barbara",93105,"CA",34.4208305,-119.6981901,112,5,"Tours, Hotels & Travel, Wineries, Wine Tours, Arts & Entertainment, Food","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0",NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"u'no'",560
"81","RvkVcX2QXMv4E67j68r5OA","Warrior Taxi","209 S Voluntario St","Santa Barbara",93103,"CA",34.4216429,-119.6736276,14,1.5,"Taxis, Transportation, Hotels & Travel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"82","_xMuwXkwqkJ8h2Jrj_ZsPQ","UCSB Faculty Club Guest Rooms","552 University Rd","Santa Barbara",93106,"CA",34.41238069,-119.8512215,6,4.5,"Hotels & Travel, Event Planning & Services, Hotels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"'free'",27
"83","ZV-u4dPOQeWMogarv0390Q","Jensen Audio Visual","75 Aero Camino Rd, Ste 103","Goleta",93117,"CA",34.4351229,-119.8490373,5,5,"Home Theatre Installation, Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Hotels, Party & Event Planning, Security Systems, Home Services, Video/Film Production, Party Equipment Rentals, Professional Services","0:0-0:0","8:0-17:0","8:0-17:0","8:0-17:0","8:0-15:0",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"84","dgeAQiICUkUpClQwueif3A","TSA Checkpoint 1 - Santa Barbara Airport","500 James Fowler Rd","Santa Barbara",93117,"CA",34.4250786,-119.8365193,7,3,"Public Services & Government, Hotels & Travel, Airports, Police Departments, Airport Terminals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"85","f0g9JK6FUWNVgmS7AnJ3Gg","Orange Tree Inn","1920 State St","Santa Barbara",93101,"CA",34.430838,-119.713601,106,2,"Hotels & Travel, Event Planning & Services, Hotels","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"u'free'",212
"86","lJcc3BOuEwT8dMJwc4NXKg","Blue Sands Inn","421 S Milpas St","Santa Barbara",93103,"CA",34.4174998,-119.6728902,38,3.5,"Hotels & Travel, Event Planning & Services, Hotels","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","7:0-22:0","7:0-22:0",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"u'free'",133
"87","tueMs7OxNEGKMYPOOgXX4g","Carpinteria State Beach","5361 6th St","Carpinteria",93013,"CA",34.393049,-119.524257,243,3.5,"Beaches, Local Flavor, Hotels & Travel, Parks, Active Life, Campgrounds",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,850.5
"88","RCW8TubyS43nYJY9z8wq7w","Channel Islands Expeditions","301 W Cabrillo Blvd","Santa Barbara",93109,"CA",34.40832762,-119.691516,77,5,"Hotels & Travel, Boating, Tours, Snorkeling, Active Life, Rafting/Kayaking, Whale Watching Tours","8:0-16:0","8:0-16:0","8:0-16:0","8:0-16:0","8:0-16:0","8:0-16:0","8:0-16:0",NA,NA,TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"u'no'",385
"89","vFTf9qG8QnGIIcfU8VkO8w","Coastal Concierge","27 W Anapamu St, Ste 122","Santa Barbara",93101,"CA",34.4224525,-119.7049972,16,5,"Wine Tours, Hotels & Travel, Tours, Transportation, Limos, Event Planning & Services","9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
"90","CoILk77I0S2x3w6qWRPqbQ","Santa Barbara Ghost Tours","836 Anacapa St","Santa Barbara",93102,"CA",34.4217314,-119.6987907,8,5,"Tours, Historical Tours, Walking Tours, Hotels & Travel","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
"91","MXyb1MHKhnOJz0paBBnwQQ","Villa Wine Tour","954 Barcelona Dr","Santa Barbara",93105,"CA",34.4237831,-119.746902,10,5,"Tours, Hotels & Travel, Wine Tours",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
"92","4yZ33oIbpbDKKbrxw01gyA","Santa Barbara Hot Rod Limo",NA,"Santa Barbara",93101,"CA",34.488059,-119.7310213,29,5,"Tours, Transportation, Limos, Hotels & Travel",NA,NA,"11:0-17:0","11:0-17:0","11:0-17:0","11:0-17:0","11:0-17:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145
"93","-1g8Qb6t_mSX_ak1thMmrQ","FreeWalkingTourSB",NA,"Santa Barbara",93101,"CA",34.420334,-119.7107494,48,5,"Tours, Historical Tours, Hotels & Travel, Walking Tours","11:0-13:0","11:0-13:0","11:0-13:0","11:0-13:0","14:0-16:0","11:0-13:0","11:0-13:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240
"94","XIY-M3bfZgYwFwU-NrDgvQ","Off The Vine Wine Tours",NA,"Santa Barbara",93101,"CA",34.420334,-119.7107494,5,5,"Tours, Hotels & Travel, Wine Tours",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"95","Zprp-p1zmyL3-DRM3fG92A","Harbour House Inn","104 Bath St","Santa Barbara",93101,"CA",34.4101551,-119.6935351,13,5,"Hotels & Travel, Vacation Rentals, Event Planning & Services, Hotels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
